genres,id,keywords,title,overview,cast,director,combined
"['action', 'adventure', 'fantasy']",102382,"['obsession', 'marvelcomic', 'sequel']",the amazing spider-man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.","['andrewgarfield', 'emmastone', 'jamiefoxx']",marcwebb,"[ ' o b s e s s i o n ' ,   ' m a r v e l c o m i c ' ,   ' s e q u e l ' ] [ ' a n d r e w g a r f i e l d ' ,   ' e m m a s t o n e ' ,   ' j a m i e f o x x ' ] marcwebb [ ' a c t i o n ' ,   ' a d v e n t u r e ' ,   ' f a n t a s y ' ]"
"['adventure', 'action', 'sciencefiction']",20526,"['artificialintelligence', 'secretidentity', 'computerprogram']",tron: legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.","['garretthedlund', 'jeffbridges', 'oliviawilde']",josephkosinski,"[ ' a r t i f i c i a l i n t e l l i g e n c e ' ,   ' s e c r e t i d e n t i t y ' ,   ' c o m p u t e r p r o g r a m ' ] [ ' g a r r e t t h e d l u n d ' ,   ' j e f f b r i d g e s ' ,   ' o l i v i a w i l d e ' ] josephkosinski [ ' a d v e n t u r e ' ,   ' a c t i o n ' ,   ' s c i e n c e f i c t i o n ' ]"
"['animation', 'family', 'adventure']",49013,"['carrace', 'sequel', 'comedy']",cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,"['owenwilson', 'larrythecableguy', 'michaelcaine']",johnlasseter,"[ ' c a r r a c e ' ,   ' s e q u e l ' ,   ' c o m e d y ' ] [ ' o w e n w i l s o n ' ,   ' l a r r y t h e c a b l e g u y ' ,   ' m i c h a e l c a i n e ' ] johnlasseter [ ' a n i m a t i o n ' ,   ' f a m i l y ' ,   ' a d v e n t u r e ' ]"
"['adventure', 'action', 'thriller']",44912,"['dccomics', 'transformation', 'superhero']",green lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.","['ryanreynolds', 'blakelively', 'petersarsgaard']",martincampbell,"[ ' d c c o m i c s ' ,   ' t r a n s f o r m a t i o n ' ,   ' s u p e r h e r o ' ] [ ' r y a n r e y n o l d s ' ,   ' b l a k e l i v e l y ' ,   ' p e t e r s a r s g a a r d ' ] martincampbell [ ' a d v e n t u r e ' ,   ' a c t i o n ' ,   ' t h r i l l e r ' ]"
"['animation', 'family', 'comedy']",10193,"['hostage', 'college', 'toy']",toy story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.","['tomhanks', 'timallen', 'nedbeatty']",leeunkrich,"[ ' h o s t a g e ' ,   ' c o l l e g e ' ,   ' t o y ' ] [ ' t o m h a n k s ' ,   ' t i m a l l e n ' ,   ' n e d b e a t t y ' ] leeunkrich [ ' a n i m a t i o n ' ,   ' f a m i l y ' ,   ' c o m e d y ' ]"
"['action', 'sciencefiction', 'thriller']",534,"['savingtheworld', 'artificialintelligence', 'prophecy']",terminator salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.","['christianbale', 'samworthington', 'antonyelchin']",mcg,"[ ' s a v i n g t h e w o r l d ' ,   ' a r t i f i c i a l i n t e l l i g e n c e ' ,   ' p r o p h e c y ' ] [ ' c h r i s t i a n b a l e ' ,   ' s a m w o r t h i n g t o n ' ,   ' a n t o n y e l c h i n ' ] mcg [ ' a c t i o n ' ,   ' s c i e n c e f i c t i o n ' ,   ' t h r i l l e r ' ]"
['action'],168259,"['carrace', 'speed', 'revenge']",furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,"['vindiesel', 'paulwalker', 'dwaynejohnson']",jameswan,"[ ' c a r r a c e ' ,   ' s p e e d ' ,   ' r e v e n g e ' ] [ ' v i n d i e s e l ' ,   ' p a u l w a l k e r ' ,   ' d w a y n e j o h n s o n ' ] jameswan [ ' a c t i o n ' ]"
"['action', 'drama', 'horror']",72190,"['dystopia', 'apocalypse', 'zombie']",world war z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.","['bradpitt', 'mireilleenos', 'abigailhargrove']",marcforster,"[ ' d y s t o p i a ' ,   ' a p o c a l y p s e ' ,   ' z o m b i e ' ] [ ' b r a d p i t t ' ,   ' m i r e i l l e e n o s ' ,   ' a b i g a i l h a r g r o v e ' ] marcforster [ ' a c t i o n ' ,   ' d r a m a ' ,   ' h o r r o r ' ]"
"['action', 'adventure', 'fantasy']",127585,"['1970s', 'mutant', 'timetravel']",x-men: days of future past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,"['hughjackman', 'jamesmcavoy', 'michaelfassbender']",bryansinger,"[ ' 1 9 7 0 s ' ,   ' m u t a n t ' ,   ' t i m e t r a v e l ' ] [ ' h u g h j a c k m a n ' ,   ' j a m e s m c a v o y ' ,   ' m i c h a e l f a s s b e n d e r ' ] bryansinger [ ' a c t i o n ' ,   ' a d v e n t u r e ' ,   ' f a n t a s y ' ]"
"['action', 'adventure', 'sciencefiction']",54138,"['spacecraft', 'friendship', 'sequel']",star trek into darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.","['chrispine', 'zacharyquinto', 'zoesaldana']",j.j.abrams,"[ ' s p a c e c r a f t ' ,   ' f r i e n d s h i p ' ,   ' s e q u e l ' ] [ ' c h r i s p i n e ' ,   ' z a c h a r y q u i n t o ' ,   ' z o e s a l d a n a ' ] j.j.abrams [ ' a c t i o n ' ,   ' a d v e n t u r e ' ,   ' s c i e n c e f i c t i o n ' ]"
"['action', 'family', 'fantasy']",81005,"['basedonfairytale', 'giant']",jack the giant slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.","['nicholashoult', 'eleanortomlinson', 'ewanmcgregor']",bryansinger,"[ ' b a s e d o n f a i r y t a l e ' ,   ' g i a n t ' ] [ ' n i c h o l a s h o u l t ' ,   ' e l e a n o r t o m l i n s o n ' ,   ' e w a n m c g r e g o r ' ] bryansinger [ ' a c t i o n ' ,   ' f a m i l y ' ,   ' f a n t a s y ' ]"
"['drama', 'romance']",64682,"['basedonnovel', 'infidelity', 'obsession']",the great gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.","['leonardodicaprio', 'tobeymaguire', 'careymulligan']",bazluhrmann,"[ ' b a s e d o n n o v e l ' ,   ' i n f i d e l i t y ' ,   ' o b s e s s i o n ' ] [ ' l e o n a r d o d i c a p r i o ' ,   ' t o b e y m a g u i r e ' ,   ' c a r e y m u l l i g a n ' ] bazluhrmann [ ' d r a m a ' ,   ' r o m a n c e ' ]"
"['adventure', 'fantasy', 'action']",9543,"['persia', 'sandstorm', 'brotheragainstbrother']",prince of persia: the sands of time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.","['jakegyllenhaal', 'gemmaarterton', 'benkingsley']",mikenewell,"[ ' p e r s i a ' ,   ' s a n d s t o r m ' ,   ' b r o t h e r a g a i n s t b r o t h e r ' ] [ ' j a k e g y l l e n h a a l ' ,   ' g e m m a a r t e r t o n ' ,   ' b e n k i n g s l e y ' ] mikenewell [ ' a d v e n t u r e ' ,   ' f a n t a s y ' ,   ' a c t i o n ' ]"
"['action', 'sciencefiction', 'adventure']",68726,"['dystopia', 'giantrobot', 'giantmonster']",pacific rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.","['idriselba', 'charliehunnam', 'charlieday']",guillermodeltoro,"[ ' d y s t o p i a ' ,   ' g i a n t r o b o t ' ,   ' g i a n t m o n s t e r ' ] [ ' i d r i s e l b a ' ,   ' c h a r l i e h u n n a m ' ,   ' c h a r l i e d a y ' ] guillermodeltoro [ ' a c t i o n ' ,   ' s c i e n c e f i c t i o n ' ,   ' a d v e n t u r e ' ]"
"['action', 'sciencefiction', 'adventure']",38356,"['moon', 'spacecraft', 'traitor']",transformers: dark of the moon,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.","['shialabeouf', 'johnmalkovich', 'kenjeong']",michaelbay,"[ ' m o o n ' ,   ' s p a c e c r a f t ' ,   ' t r a i t o r ' ] [ ' s h i a l a b e o u f ' ,   ' j o h n m a l k o v i c h ' ,   ' k e n j e o n g ' ] michaelbay [ ' a c t i o n ' ,   ' s c i e n c e f i c t i o n ' ,   ' a d v e n t u r e ' ]"
"['adventure', 'action']",217,"['savingtheworld', 'riddle', 'whip']",indiana jones and the kingdom of the crystal skull,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.","['harrisonford', 'cateblanchett', 'shialabeouf']",stevenspielberg,"[ ' s a v i n g t h e w o r l d ' ,   ' r i d d l e ' ,   ' w h i p ' ] [ ' h a r r i s o n f o r d ' ,   ' c a t e b l a n c h e t t ' ,   ' s h i a l a b e o u f ' ] stevenspielberg [ ' a d v e n t u r e ' ,   ' a c t i o n ' ]"
"['adventure', 'animation', 'family']",105864,"['tyrannosaurusrex', 'friends', 'alternatehistory']",the good dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,"['raymondochoa', 'jackbright', 'jeffreywright']",petersohn,"[ ' t y r a n n o s a u r u s r e x ' ,   ' f r i e n d s ' ,   ' a l t e r n a t e h i s t o r y ' ] [ ' r a y m o n d o c h o a ' ,   ' j a c k b r i g h t ' ,   ' j e f f r e y w r i g h t ' ] petersohn [ ' a d v e n t u r e ' ,   ' a n i m a t i o n ' ,   ' f a m i l y ' ]"
"['animation', 'adventure', 'comedy']",62177,"['scotland', 'rebel', 'bravery']",brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.","['kellymacdonald', 'juliewalters', 'billyconnolly']",brendachapman,"[ ' s c o t l a n d ' ,   ' r e b e l ' ,   ' b r a v e r y ' ] [ ' k e l l y m a c d o n a l d ' ,   ' j u l i e w a l t e r s ' ,   ' b i l l y c o n n o l l y ' ] brendachapman [ ' a n i m a t i o n ' ,   ' a d v e n t u r e ' ,   ' c o m e d y ' ]"
"['action', 'adventure', 'sciencefiction']",188927,"['sequel', 'stranded', 'hatred']",star trek beyond,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.","['chrispine', 'zacharyquinto', 'karlurban']",justinlin,"[ ' s e q u e l ' ,   ' s t r a n d e d ' ,   ' h a t r e d ' ] [ ' c h r i s p i n e ' ,   ' z a c h a r y q u i n t o ' ,   ' k a r l u r b a n ' ] justinlin [ ' a c t i o n ' ,   ' a d v e n t u r e ' ,   ' s c i e n c e f i c t i o n ' ]"
"['animation', 'family']",10681,['romanticcomedy'],wall·e,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.","['benburtt', 'elissaknight', 'jeffgarlin']",andrewstanton,"[ ' r o m a n t i c c o m e d y ' ] [ ' b e n b u r t t ' ,   ' e l i s s a k n i g h t ' ,   ' j e f f g a r l i n ' ] andrewstanton [ ' a n i m a t i o n ' ,   ' f a m i l y ' ]"
"['action', 'comedy', 'crime']",5174,['ambassador'],rush hour 3,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.","['christucker', 'jackiechan', 'hiroyukisanada']",brettratner,"[ ' a m b a s s a d o r ' ] [ ' c h r i s t u c k e r ' ,   ' j a c k i e c h a n ' ,   ' h i r o y u k i s a n a d a ' ] brettratner [ ' a c t i o n ' ,   ' c o m e d y ' ,   ' c r i m e ' ]"
"['action', 'adventure', 'sciencefiction']",14161,"['civilization', 'naturaldisaster', 'endoftheworld']",2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.","['johncusack', 'amandapeet', 'chiwetelejiofor']",rolandemmerich,"[ ' c i v i l i z a t i o n ' ,   ' n a t u r a l d i s a s t e r ' ,   ' e n d o f t h e w o r l d ' ] [ ' j o h n c u s a c k ' ,   ' a m a n d a p e e t ' ,   ' c h i w e t e l e j i o f o r ' ] rolandemmerich [ ' a c t i o n ' ,   ' a d v e n t u r e ' ,   ' s c i e n c e f i c t i o n ' ]"
